%OpenBCI Raw EXG Data\n%Number of channels = 16\n%Sample Rate = 125.0 Hz\n%Board = LSL_Stream\nSample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
4489,-40.40999984741211,-6.414000034332275,39.880001068115234,24.270000457763672,14.539999961853027,42.52000045776367,56.29999923706055,30.450000762939453,-17.040000915527344,26.1200008392334,-65.2699966430664,-62.529998779296875,-51.959999084472656,-57.7400016784668,-76.05000305175781,-66.62999725341797,0,0,0,0,0,0,0,0,0,0,0,0,0,48.187183,0,2025-05-31 12:10:47.441023,
4490,-20.479999542236328,5.72599983215332,52.08000183105469,35.900001525878906,34.40999984741211,59.0099983215332,69.69000244140625,52.88999938964844,-9.847000122070312,64.16000366210938,-44.560001373291016,-36.560001373291016,-28.8799991607666,-23.459999084472656,-64.52999877929688,-53.470001220703125,0,0,0,0,0,0,0,0,0,0,0,0,0,48.187183,0,2025-05-31 12:10:47.441023,
4491,3.6470000743865967,20.100000381469727,34.15999984741211,47.290000915527344,40.2400016784668,61.36000061035156,68.08999633789062,52.900001525878906,-0.1679999977350235,-23.010000228881836,-21.600000381469727,-17.0,-14.380000114440918,-4.199999809265137,-42.790000915527344,-19.309999465942383,0,0,0,0,0,0,0,0,0,0,0,0,0,48.187183,0,2025-05-31 12:10:47.441023,
4492,12.449999809265137,12.1899995803833,24.219999313354492,35.790000915527344,29.43000030517578,51.709999084472656,56.119998931884766,33.61000061035156,9.878999710083008,-37.79999923706055,-18.1299991607666,-12.729999542236328,-12.109999656677246,-17.579999923706055,-33.34000015258789,2.4200000762939453,0,0,0,0,0,0,0,0,0,0,0,0,0,48.230631,0,2025-05-31 12:10:47.484471,
4493,5.2129998207092285,18.65999984741211,21.329999923706055,14.010000228881836,7.690000057220459,50.130001068115234,54.880001068115234,25.610000610351562,-13.670000076293945,46.47999954223633,-39.439998626708984,-14.369999885559082,-1.6970000267028809,-20.280000686645508,-40.59000015258789,-1.8769999742507935,0,0,0,0,0,0,0,0,0,0,0,0,0,48.230631,0,2025-05-31 12:10:47.484471,
4494,4.060999870300293,39.4900016784668,8.717000007629395,15.329999923706055,-9.61400032043457,53.150001525878906,57.880001068115234,34.54999923706055,-28.06999969482422,50.09000015258789,-35.150001525878906,-0.09470000118017197,15.180000305175781,0.28040000796318054,-36.959999084472656,-3.7219998836517334,0,0,0,0,0,0,0,0,0,0,0,0,0,48.230631,0,2025-05-31 12:10:47.484471,
4495,10.9399995803833,36.060001373291016,10.050000190734863,27.1299991607666,-6.0229997634887695,50.90999984741211,55.79999923706055,38.4900016784668,-4.940000057220459,10.520000457763672,-16.040000915527344,13.1899995803833,16.649999618530273,1.8380000591278076,-13.529999732971191,18.59000015258789,0,0,0,0,0,0,0,0,0,0,0,0,0,48.230631,0,2025-05-31 12:10:47.484471,
4496,7.941999912261963,27.25,26.8799991607666,30.649999618530273,-1.656999945640564,52.189998626708984,60.810001373291016,33.63999938964844,-2.943000078201294,13.359999656677246,-21.1299991607666,5.2210001945495605,11.100000381469727,-11.25,-1.555999994277954,35.779998779296875,0,0,0,0,0,0,0,0,0,0,0,0,0,48.230631,0,2025-05-31 12:10:47.484471,
4497,1.9459999799728394,37.459999084472656,20.920000076293945,31.1200008392334,-12.979999542236328,52.439998626708984,62.599998474121094,30.389999389648438,-27.670000076293945,-5.559999942779541,-29.899999618530273,-6.584000110626221,11.569999694824219,-4.4070000648498535,-13.470000267028809,29.149999618530273,0,0,0,0,0,0,0,0,0,0,0,0,0,48.283014,0,2025-05-31 12:10:47.536854,
4498,1.2100000381469727,33.369998931884766,-0.21690000593662262,19.6200008392334,-11.479999542236328,42.29999923706055,50.849998474121094,23.079999923706055,-32.81999969482422,-7.401000022888184,-38.22999954223633,-18.760000228881836,4.247000217437744,-1.1139999628067017,-30.5,16.25,0,0,0,0,0,0,0,0,0,0,0,0,0,48.283014,0,2025-05-31 12:10:47.536854,
4499,1.934999942779541,19.059999465942383,4.244999885559082,9.618000030517578,10.079999923706055,44.13999938964844,52.70000076293945,21.540000915527344,-16.90999984741211,73.37999725341797,-44.45000076293945,-31.489999771118164,1.0779999494552612,-8.90999984741211,-38.97999954223633,10.640000343322754,0,0,0,0,0,0,0,0,0,0,0,0,0,48.283014,0,2025-05-31 12:10:47.536854,
4500,8.812000274658203,35.220001220703125,18.649999618530273,22.100000381469727,17.610000610351562,58.02000045776367,65.91000366210938,30.75,0.8621000051498413,89.66999816894531,-30.56999969482422,-27.729999542236328,10.550000190734863,0.3801000118255615,-39.2400016784668,13.220000267028809,0,0,0,0,0,0,0,0,0,0,0,0,0,48.283014,0,2025-05-31 12:10:47.536854,
4501,12.829999923706055,46.380001068115234,15.380000114440918,26.899999618530273,8.420000076293945,53.41999816894531,60.119998931884766,20.18000030517578,5.211999893188477,-22.489999771118164,-27.420000076293945,-17.8799991607666,-0.5626000165939331,-0.2946000099182129,-43.43000030517578,6.410999774932861,0,0,0,0,0,0,0,0,0,0,0,0,0,48.283014,0,2025-05-31 12:10:47.536854,
4502,5.103000164031982,19.8700008392334,10.020000457763672,14.180000305175781,5.9629998207092285,41.58000183105469,48.88999938964844,-0.16019999980926514,-2.8369998931884766,-67.69000244140625,-40.369998931884766,-16.8799991607666,-21.860000610351562,-21.1200008392334,-56.36000061035156,-20.239999771118164,0,0,0,0,0,0,0,0,0,0,0,0,0,48.325063,0,2025-05-31 12:10:47.578903,
4503,4.631999969482422,7.859000205993652,6.39900016784668,11.550000190734863,6.7779998779296875,40.279998779296875,47.81999969482422,2.562000036239624,5.000999927520752,2.315000057220459,-29.889999389648438,-14.25,-16.579999923706055,-13.520000457763672,-60.060001373291016,-31.1299991607666,0,0,0,0,0,0,0,0,0,0,0,0,0,48.325063,0,2025-05-31 12:10:47.578903,
4504,10.75,14.6899995803833,-0.930400013923645,8.92300033569336,4.076000213623047,30.670000076293945,37.25,7.646999835968018,28.290000915527344,16.8799991607666,-15.819999694824219,-11.270000457763672,-5.385000228881836,8.065999984741211,-45.58000183105469,-6.060999870300293,0,0,0,0,0,0,0,0,0,0,0,0,0,48.325063,0,2025-05-31 12:10:47.578903,
4505,2.3380000591278076,-1.6629999876022339,3.9760000705718994,-4.458000183105469,5.552999973297119,13.010000228881836,19.260000228881836,0.534600019454956,24.8799991607666,-18.610000610351562,-24.59000015258789,-13.8100004196167,-3.13100004196167,4.639999866485596,-26.450000762939453,18.81999969482422,0,0,0,0,0,0,0,0,0,0,0,0,0,48.325063,0,2025-05-31 12:10:47.578903,
4506,-13.449999809265137,-6.914000034332275,7.645999908447266,-12.010000228881836,-1.715999960899353,2.759999990463257,9.925000190734863,-9.873000144958496,-15.609999656677246,9.307000160217285,-31.469999313354492,-16.40999984741211,4.796000003814697,3.246999979019165,-13.279999732971191,21.309999465942383,0,0,0,0,0,0,0,0,0,0,0,0,0,48.325063,0,2025-05-31 12:10:47.578903,
4507,-27.290000915527344,13.399999618530273,-22.420000076293945,-18.850000381469727,-30.139999389648438,-7.290999889373779,-0.22599999606609344,-26.200000762939453,-48.279998779296875,37.810001373291016,-33.400001525878906,-25.59000015258789,-1.6380000114440918,3.8459999561309814,-11.4399995803833,10.600000381469727,0,0,0,0,0,0,0,0,0,0,0,0,0,48.373641,0,2025-05-31 12:10:47.627481,
4508,-40.22999954223633,7.952000141143799,-52.060001373291016,-23.799999237060547,-46.290000915527344,-14.350000381469727,-6.755000114440918,-28.190000534057617,-39.119998931884766,17.059999465942383,-38.86000061035156,-39.7599983215332,-26.770000457763672,-15.09000015258789,-20.09000015258789,-7.679999828338623,0,0,0,0,0,0,0,0,0,0,0,0,0,48.373641,0,2025-05-31 12:10:47.627481,
4509,-39.77000045776367,-8.3100004196167,-29.190000534057617,-4.625,-26.3799991607666,-4.979000091552734,5.783999919891357,-11.680000305175781,-14.119999885559082,8.821999549865723,-31.84000015258789,-40.06999969482422,-35.36000061035156,-20.559999465942383,-26.81999969482422,-23.950000762939453,0,0,0,0,0,0,0,0,0,0,0,0,0,48.373641,0,2025-05-31 12:10:47.627481,
4510,-28.959999084472656,-4.071000099182129,10.710000038146973,20.90999984741211,-0.7878000140190125,6.9730000495910645,17.81999969482422,-9.571999549865723,-7.749000072479248,-9.064000129699707,-17.979999542236328,-30.43000030517578,-36.34000015258789,-21.399999618530273,-29.6200008392334,-40.47999954223633,0,0,0,0,0,0,0,0,0,0,0,0,0,48.373641,0,2025-05-31 12:10:47.627481,
4511,-19.190000534057617,-4.940999984741211,26.31999969482422,25.18000030517578,14.75,13.079999923706055,21.920000076293945,-7.999000072479248,-6.735000133514404,-23.40999984741211,-10.279999732971191,-17.1299991607666,-41.099998474121094,-45.470001220703125,-30.6200008392334,-70.62000274658203,0,0,0,0,0,0,0,0,0,0,0,0,0,48.373641,0,2025-05-31 12:10:47.627481,
4512,3.697999954223633,1.2059999704360962,40.41999816894531,25.6200008392334,28.360000610351562,27.799999237060547,36.13999938964844,7.089000225067139,6.184000015258789,33.91999816894531,-0.9391000270843506,7.2870001792907715,-17.940000534057617,-39.470001220703125,-17.889999389648438,-84.36000061035156,0,0,0,0,0,0,0,0,0,0,0,0,0,48.420705,0,2025-05-31 12:10:47.674545,
4513,30.049999237060547,21.8799991607666,39.040000915527344,22.579999923706055,23.09000015258789,30.969999313354492,35.5099983215332,-9.39799976348877,17.559999465942383,41.529998779296875,-1.6799999475479126,21.450000762939453,10.109999656677246,-2.4700000286102295,1.9500000476837158,-49.83000183105469,0,0,0,0,0,0,0,0,0,0,0,0,0,48.420705,0,2025-05-31 12:10:47.674545,
4514,28.65999984741211,10.470000267028809,0.9886000156402588,-8.074999809265137,2.7200000286102295,3.4539999961853027,3.953000068664551,-49.88999938964844,18.969999313354492,-41.209999084472656,-13.239999771118164,15.640000343322754,11.279999732971191,11.949999809265137,8.449999809265137,-0.21660000085830688,0,0,0,0,0,0,0,0,0,0,0,0,0,48.420705,0,2025-05-31 12:10:47.674545,
4515,19.829999923706055,-6.966000080108643,-22.309999465942383,-33.61000061035156,-1.3380000591278076,-8.324000358581543,-8.736000061035156,-52.599998474121094,13.819999694824219,-33.7400016784668,-3.7149999141693115,22.18000030517578,28.25,30.760000228881836,10.489999771118164,32.849998474121094,0,0,0,0,0,0,0,0,0,0,0,0,0,48.420705,0,2025-05-31 12:10:47.674545,
4516,30.260000228881836,15.390000343322754,-11.180000305175781,-18.329999923706055,4.434999942779541,12.8100004196167,10.270000457763672,-29.139999389648438,9.0649995803833,20.790000915527344,14.09000015258789,38.650001525878906,53.45000076293945,48.65999984741211,20.899999618530273,55.709999084472656,0,0,0,0,0,0,0,0,0,0,0,0,0,48.420705,0,2025-05-31 12:10:47.674545,
4517,38.5,28.809999465942383,8.333000183105469,4.828000068664551,7.980999946594238,22.989999771118164,18.969999313354492,-23.360000610351562,18.760000228881836,-10.420000076293945,15.399999618530273,41.41999816894531,39.79999923706055,24.469999313354492,32.52000045776367,59.380001068115234,0,0,0,0,0,0,0,0,0,0,0,0,0,48.467398,0,2025-05-31 12:10:47.721238,
4518,35.83000183105469,15.6899995803833,31.440000534057617,14.069999694824219,18.40999984741211,20.1299991607666,14.970000267028809,-24.790000915527344,30.670000076293945,-23.209999084472656,25.780000686645508,38.650001525878906,20.950000762939453,8.64900016784668,42.59000015258789,38.70000076293945,0,0,0,0,0,0,0,0,0,0,0,0,0,48.467398,0,2025-05-31 12:10:47.721238,
4519,30.219999313354492,13.319999694824219,26.8799991607666,11.920000076293945,20.100000381469727,17.440000534057617,10.489999771118164,-24.760000228881836,21.239999771118164,12.739999771118164,42.150001525878906,30.959999084472656,18.649999618530273,16.739999771118164,48.939998626708984,18.690000534057617,0,0,0,0,0,0,0,0,0,0,0,0,0,48.467398,0,2025-05-31 12:10:47.721238,
4520,14.880000114440918,12.359999656677246,-10.960000038146973,-7.175000190734863,5.2179999351501465,6.673999786376953,0.7264999747276306,-30.18000030517578,12.270000457763672,14.329999923706055,34.459999084472656,21.170000076293945,10.899999618530273,3.1410000324249268,46.099998474121094,11.399999618530273,0,0,0,0,0,0,0,0,0,0,0,0,0,48.467398,0,2025-05-31 12:10:47.721238,
4521,7.517000198364258,12.359999656677246,-15.5600004196167,-5.9029998779296875,2.993000030517578,9.064000129699707,2.4040000438690186,-23.920000076293945,17.459999084472656,2.990000009536743,20.43000030517578,28.110000610351562,12.989999771118164,-8.211999893188477,39.939998626708984,13.760000228881836,0,0,0,0,0,0,0,0,0,0,0,0,0,48.467398,0,2025-05-31 12:10:47.721238,
4522,21.489999771118164,28.170000076293945,12.420000076293945,21.43000030517578,17.139999389648438,27.040000915527344,17.3700008392334,-14.210000038146973,11.470000267028809,2.5869998931884766,21.229999542236328,40.369998931884766,28.81999969482422,6.763999938964844,38.650001525878906,29.020000457763672,0,0,0,0,0,0,0,0,0,0,0,0,0,48.518018,0,2025-05-31 12:10:47.771858,
4523,29.610000610351562,35.11000061035156,18.940000534057617,12.649999618530273,28.229999542236328,30.59000015258789,20.649999618530273,-26.75,15.729999542236328,17.520000457763672,33.0099983215332,44.619998931884766,36.880001068115234,22.020000457763672,45.77000045776367,45.369998931884766,0,0,0,0,0,0,0,0,0,0,0,0,0,48.518018,0,2025-05-31 12:10:47.771858,
4524,31.940000534057617,28.68000030517578,16.959999084472656,-8.387999534606934,36.849998474121094,22.969999313354492,11.140000343322754,-41.91999816894531,49.5,21.8799991607666,47.5,46.400001525878906,30.049999237060547,13.979999542236328,55.63999938964844,38.97999954223633,0,0,0,0,0,0,0,0,0,0,0,0,0,48.518018,0,2025-05-31 12:10:47.771858,
4525,34.650001525878906,15.15999984741211,7.947000026702881,-2.0460000038146973,34.59000015258789,1.718000054359436,-13.369999885559082,-47.970001220703125,47.40999984741211,-32.33000183105469,40.77000045776367,35.619998931884766,3.8239998817443848,-20.229999542236328,48.56999969482422,10.65999984741211,0,0,0,0,0,0,0,0,0,0,0,0,0,48.518018,0,2025-05-31 12:10:47.771858,
4526,11.5,-14.619999885559082,-26.6299991607666,-20.280000686645508,16.5,-32.349998474121094,-46.060001373291016,-56.810001373291016,5.966000080108643,-55.459999084472656,16.84000015258789,19.459999084472656,-13.569999694824219,-34.61000061035156,22.229999542236328,-13.369999885559082,0,0,0,0,0,0,0,0,0,0,0,0,0,48.518018,0,2025-05-31 12:10:47.771858,
4527,-10.720000267028809,-22.729999542236328,-32.0099983215332,-43.2599983215332,8.79699993133545,-32.95000076293945,-44.52000045776367,-56.06999969482422,10.069999694824219,-5.954999923706055,16.3799991607666,22.540000915527344,5.866000175476074,-8.619999885559082,4.492000102996826,-16.65999984741211,0,0,0,0,0,0,0,0,0,0,0,0,0,48.565242,0,2025-05-31 12:10:47.819082,
4528,1.9509999752044678,5.0929999351501465,-2.368000030517578,-25.270000457763672,7.13100004196167,-10.609999656677246,-23.049999237060547,-48.970001220703125,34.88999938964844,-3.865999937057495,28.989999771118164,29.530000686645508,20.65999984741211,1.3339999914169312,7.839000225067139,-10.859999656677246,0,0,0,0,0,0,0,0,0,0,0,0,0,48.565242,0,2025-05-31 12:10:47.819082,
4529,9.704000473022461,10.510000228881836,-10.729999542236328,-20.219999313354492,-3.621000051498413,-14.039999961853027,-25.299999237060547,-45.220001220703125,15.850000381469727,-31.709999084472656,20.18000030517578,26.020000457763672,8.345000267028809,-10.520000457763672,14.430000305175781,-12.350000381469727,0,0,0,0,0,0,0,0,0,0,0,0,0,48.565242,0,2025-05-31 12:10:47.819082,
4530,8.961000442504883,-3.194999933242798,-28.600000381469727,-25.200000762939453,6.070000171661377,-12.279999732971191,-20.149999618530273,-27.1299991607666,3.315999984741211,-7.243000030517578,11.369999885559082,30.8799991607666,3.625999927520752,-8.914999961853027,14.760000228881836,-17.299999237060547,0,0,0,0,0,0,0,0,0,0,0,0,0,48.565242,0,2025-05-31 12:10:47.819082,
4531,23.600000381469727,6.058000087738037,-6.189000129699707,-5.980000019073486,24.809999465942383,6.715000152587891,-1.659000039100647,-12.15999984741211,18.8799991607666,9.597000122070312,21.0,37.16999816894531,3.388000011444092,-10.399999618530273,15.680000305175781,-16.219999313354492,0,0,0,0,0,0,0,0,0,0,0,0,0,48.565242,0,2025-05-31 12:10:47.819082,
4532,17.540000915527344,4.8460001945495605,2.365999937057495,-14.350000381469727,7.99399995803833,-9.097999572753906,-18.190000534057617,-31.040000915527344,12.979999542236328,-13.319999694824219,24.010000228881836,22.889999389648438,-13.069999694824219,-18.549999237060547,17.469999313354492,-12.699999809265137,0,0,0,0,0,0,0,0,0,0,0,0,0,48.611929,0,2025-05-31 12:10:47.865769,T0
4533,-11.1899995803833,-25.469999313354492,-20.149999618530273,-46.540000915527344,-19.100000381469727,-44.119998931884766,-50.13999938964844,-60.529998779296875,-5.800000190734863,-36.16999816894531,9.604999542236328,1.7599999904632568,-26.3799991607666,-20.530000686645508,15.789999961853027,-13.229999542236328,0,0,0,0,0,0,0,0,0,0,0,0,0,48.611929,0,2025-05-31 12:10:47.865769,
4534,-24.81999969482422,-39.77000045776367,-32.63999938964844,-45.93000030517578,-23.719999313354492,-48.560001373291016,-53.91999816894531,-66.51000213623047,-12.039999961853027,-42.93000030517578,-2.921999931335449,-5.315999984741211,-20.579999923706055,-22.959999084472656,12.380000114440918,-12.649999618530273,0,0,0,0,0,0,0,0,0,0,0,0,0,48.611929,0,2025-05-31 12:10:47.865769,
4535,-24.43000030517578,-26.639999389648438,-27.729999542236328,-27.940000534057617,-19.40999984741211,-32.5,-38.06999969482422,-49.06999969482422,-10.229999542236328,-32.459999084472656,1.7039999961853027,-1.840000033378601,-7.359000205993652,-10.800000190734863,9.718999862670898,-2.7239999771118164,0,0,0,0,0,0,0,0,0,0,0,0,0,48.611929,0,2025-05-31 12:10:47.865769,
4536,-16.239999771118164,-16.520000457763672,-15.1899995803833,-22.15999984741211,-16.399999618530273,-24.06999969482422,-29.149999618530273,-39.79999923706055,-6.71999979019165,-24.579999923706055,5.538000106811523,-7.421999931335449,-10.210000038146973,2.677000045776367,4.302999973297119,3.311000108718872,0,0,0,0,0,0,0,0,0,0,0,0,0,48.611929,0,2025-05-31 12:10:47.865769,
4537,-18.959999084472656,-27.540000915527344,-15.869999885559082,-30.260000228881836,-19.1200008392334,-36.13999938964844,-44.900001525878906,-53.18000030517578,-10.279999732971191,-20.170000076293945,-10.079999923706055,-24.899999618530273,-33.119998931884766,-18.100000381469727,-7.577000141143799,-9.552000045776367,0,0,0,0,0,0,0,0,0,0,0,0,0,48.65506,0,2025-05-31 12:10:47.908900,
4538,-39.36000061035156,-46.45000076293945,-27.770000457763672,-38.27000045776367,-22.309999465942383,-53.79999923706055,-63.33000183105469,-56.56999969482422,0.2168000042438507,-1.8769999742507935,-10.170000076293945,-19.959999084472656,-38.560001373291016,-29.969999313354492,-12.899999618530273,-12.770000457763672,0,0,0,0,0,0,0,0,0,0,0,0,0,48.65506,0,2025-05-31 12:10:47.908900,
4539,-26.709999084472656,-45.93000030517578,-19.100000381469727,-27.520000457763672,-11.989999771118164,-46.849998474121094,-52.88999938964844,-48.29999923706055,32.52000045776367,1.8980000019073486,23.469999313354492,11.380000114440918,-20.469999313354492,-8.529999732971191,3.3440001010894775,11.949999809265137,0,0,0,0,0,0,0,0,0,0,0,0,0,48.65506,0,2025-05-31 12:10:47.908900,
4540,12.539999961853027,-33.45000076293945,-3.697999954223633,-16.56999969482422,9.619000434875488,-28.959999084472656,-36.81999969482422,-56.09000015258789,48.2400016784668,-15.489999771118164,45.38999938964844,21.68000030517578,-21.979999542236328,-11.289999961853027,21.780000686645508,18.469999313354492,0,0,0,0,0,0,0,0,0,0,0,0,0,48.65506,0,2025-05-31 12:10:47.908900,
4541,20.079999923706055,-30.479999542236328,-0.19679999351501465,-19.020000457763672,34.95000076293945,-22.360000610351562,-33.70000076293945,-58.95000076293945,62.209999084472656,-23.68000030517578,50.20000076293945,13.260000228881836,-25.530000686645508,-21.450000762939453,21.829999923706055,-0.4059000015258789,0,0,0,0,0,0,0,0,0,0,0,0,0,48.65506,0,2025-05-31 12:10:47.908900,
4542,17.280000686645508,-19.079999923706055,13.989999771118164,-6.109000205993652,56.220001220703125,-3.621000051498413,-16.1200008392334,-41.130001068115234,94.13999938964844,-16.8700008392334,71.23999786376953,25.1200008392334,7.656000137329102,16.729999542236328,24.90999984741211,20.850000381469727,0,0,0,0,0,0,0,0,0,0,0,0,0,48.701921,0,2025-05-31 12:10:47.955761,
4543,35.31999969482422,8.013999938964844,43.5099983215332,22.200000762939453,70.93000030517578,29.360000610351562,14.470000267028809,-25.959999084472656,97.37000274658203,7.008999824523926,88.20999908447266,37.81999969482422,27.729999542236328,47.189998626708984,42.91999816894531,73.94999694824219,0,0,0,0,0,0,0,0,0,0,0,0,0,48.701921,0,2025-05-31 12:10:47.955761,
4544,41.439998626708984,12.369999885559082,58.56999969482422,23.049999237060547,69.30999755859375,28.690000534057617,10.920000076293945,-27.709999084472656,71.44000244140625,16.229999542236328,63.95000076293945,18.18000030517578,-5.390999794006348,16.200000762939453,44.349998474121094,73.38999938964844,0,0,0,0,0,0,0,0,0,0,0,0,0,48.701921,0,2025-05-31 12:10:47.955761,
4545,14.369999885559082,-20.110000610351562,28.34000015258789,-14.979999542236328,26.84000015258789,-17.579999923706055,-36.36000061035156,-53.709999084472656,42.290000915527344,-13.039999961853027,5.074999809265137,-22.0,-47.66999816894531,-29.889999389648438,7.84499979019165,10.539999961853027,0,0,0,0,0,0,0,0,0,0,0,0,0,48.701921,0,2025-05-31 12:10:47.955761,
4546,-26.40999984741211,-53.900001525878906,-26.459999084472656,-50.18000030517578,-23.670000076293945,-59.84000015258789,-76.58999633789062,-86.9000015258789,-1.753999948501587,-18.139999389648438,-46.880001068115234,-58.4900016784668,-69.66000366210938,-57.02000045776367,-49.13999938964844,-51.459999084472656,0,0,0,0,0,0,0,0,0,0,0,0,0,48.701921,0,2025-05-31 12:10:47.955761,
4547,-53.790000915527344,-68.08999633789062,-54.68000030517578,-59.540000915527344,-29.399999618530273,-73.81999969482422,-88.95999908447266,-91.45999908447266,-28.489999771118164,-12.229999542236328,-60.40999984741211,-75.44999694824219,-78.2699966430664,-65.8499984741211,-91.4800033569336,-82.88999938964844,0,0,0,0,0,0,0,0,0,0,0,0,0,48.746246,0,2025-05-31 12:10:48.000086,
4548,-59.06999969482422,-76.3499984741211,-53.119998931884766,-63.7599983215332,-19.350000381469727,-79.66999816894531,-96.18000030517578,-79.4000015258789,-16.1200008392334,-60.61000061035156,-54.380001068115234,-69.69999694824219,-71.63999938964844,-49.75,-93.66999816894531,-85.98999786376953,0,0,0,0,0,0,0,0,0,0,0,0,0,48.746246,0,2025-05-31 12:10:48.000086,
4549,-52.70000076293945,-83.01000213623047,-39.61000061035156,-68.11000061035156,-24.670000076293945,-81.16999816894531,-98.94000244140625,-83.56999969482422,-20.329999923706055,-80.9000015258789,-51.150001525878906,-58.20000076293945,-63.09000015258789,-38.310001373291016,-69.55999755859375,-71.26000213623047,0,0,0,0,0,0,0,0,0,0,0,0,0,48.746246,0,2025-05-31 12:10:48.000086,
4550,-47.95000076293945,-86.31999969482422,-35.08000183105469,-73.01000213623047,-32.4900016784668,-85.11000061035156,-105.0,-99.43000030517578,-44.150001525878906,-47.09000015258789,-41.15999984741211,-57.91999816894531,-71.36000061035156,-56.59000015258789,-57.77000045776367,-67.33000183105469,0,0,0,0,0,0,0,0,0,0,0,0,0,48.746246,0,2025-05-31 12:10:48.000086,
4551,-50.77000045776367,-95.25,-53.06999969482422,-82.72000122070312,-40.95000076293945,-100.9000015258789,-121.69999694824219,-106.80000305175781,-35.9900016784668,-52.310001373291016,-28.540000915527344,-57.36000061035156,-74.55999755859375,-61.34000015258789,-60.52000045776367,-79.05999755859375,0,0,0,0,0,0,0,0,0,0,0,0,0,48.746246,0,2025-05-31 12:10:48.000086,
4552,-48.36000061035156,-98.56999969482422,-57.380001068115234,-75.66000366210938,-39.959999084472656,-100.30000305175781,-118.9000015258789,-103.0999984741211,-18.200000762939453,-48.630001068115234,-25.299999237060547,-40.52000045776367,-57.619998931884766,-39.59000015258789,-46.43000030517578,-71.70999908447266,0,0,0,0,0,0,0,0,0,0,0,0,0,48.793324,0,2025-05-31 12:10:48.047164,
4553,-38.84000015258789,-90.19999694824219,-54.38999938964844,-69.58000183105469,-31.75,-90.26000213623047,-110.5,-103.9000015258789,-27.260000228881836,-10.350000381469727,-27.010000228881836,-28.56999969482422,-53.33000183105469,-36.220001220703125,-19.920000076293945,-47.380001068115234,0,0,0,0,0,0,0,0,0,0,0,0,0,48.793324,0,2025-05-31 12:10:48.047164,
4554,-42.560001373291016,-92.04000091552734,-74.52999877929688,-92.66999816894531,-34.18000030517578,-100.19999694824219,-123.0999984741211,-106.30000305175781,-28.649999618530273,-33.61000061035156,-28.059999465942383,-33.189998626708984,-65.37999725341797,-43.5099983215332,-13.930000305175781,-46.970001220703125,0,0,0,0,0,0,0,0,0,0,0,0,0,48.793324,0,2025-05-31 12:10:48.047164,
4555,-44.959999084472656,-92.23999786376953,-61.810001373291016,-94.22000122070312,-23.739999771118164,-92.68000030517578,-114.5,-89.54000091552734,-8.930999755859375,-71.83999633789062,-23.729999542236328,-28.8700008392334,-59.58000183105469,-38.459999084472656,-23.43000030517578,-64.69999694824219,0,0,0,0,0,0,0,0,0,0,0,0,0,48.793324,0,2025-05-31 12:10:48.047164,
4556,-30.469999313354492,-71.33999633789062,-22.049999237060547,-62.40999984741211,-1.2309999465942383,-59.2599983215332,-82.11000061035156,-65.26000213623047,-2.7679998874664307,-56.560001373291016,-21.079999923706055,-22.040000915527344,-47.25,-45.16999816894531,-25.690000534057617,-65.44000244140625,0,0,0,0,0,0,0,0,0,0,0,0,0,48.793324,0,2025-05-31 12:10:48.047164,
4557,-24.15999984741211,-51.41999816894531,-29.799999237060547,-50.47999954223633,-3.755000114440918,-40.70000076293945,-65.61000061035156,-54.790000915527344,-2.7679998874664307,-43.400001525878906,-28.1299991607666,-30.34000015258789,-47.880001068115234,-54.68000030517578,-28.219999313354492,-53.04999923706055,0,0,0,0,0,0,0,0,0,0,0,0,0,48.840404,0,2025-05-31 12:10:48.094244,
4558,-19.68000030517578,-37.720001220703125,-43.560001373291016,-46.65999984741211,-13.539999961853027,-24.530000686645508,-49.88999938964844,-54.79999923706055,3.924999952316284,-42.47999954223633,-32.08000183105469,-34.56999969482422,-46.95000076293945,-45.939998626708984,-40.540000915527344,-51.029998779296875,0,0,0,0,0,0,0,0,0,0,0,0,0,48.840404,0,2025-05-31 12:10:48.094244,
4559,-5.285999774932861,-30.3700008392334,-27.760000228881836,-38.86000061035156,-11.65999984741211,-11.899999618530273,-37.59000015258789,-59.52000045776367,-10.649999618530273,-37.470001220703125,-34.25,-35.040000915527344,-49.5099983215332,-45.68000030517578,-52.16999816894531,-62.77000045776367,0,0,0,0,0,0,0,0,0,0,0,0,0,48.840404,0,2025-05-31 12:10:48.094244,
4560,-7.60699987411499,-41.84000015258789,-26.479999542236328,-51.84000015258789,-12.210000038146973,-23.15999984741211,-48.209999084472656,-57.810001373291016,-24.90999984741211,-19.440000534057617,-36.40999984741211,-35.90999984741211,-54.560001373291016,-53.119998931884766,-51.25,-72.48999786376953,0,0,0,0,0,0,0,0,0,0,0,0,0,48.840404,0,2025-05-31 12:10:48.094244,
